tbl_CallPreProc(tbl_CallPreProc)

Export Time:2018/06/03 11:07:18

ID,Call source code,Call code,Nature of callee address indicator,Centrex GroupNo,Local DN set,Call prefix,Caller category,Time Index,Orginal SubCategory,Call prefix processing name,Call from,Called number change flag,Method of sending tone,Failure processing flag,Caller number change flag,Call Prefix Processing control flag,Color ring mode,Reserved,New DN set,Called number change index,Caller number change index,Mobile send tone method,Reanalysis,Tone position,Send answer signal,Reserved Field,Reanalysis items,Signal tone type,Processing type,Failure cause code,SCP parameter table index,New Local DN set,New Call Source Code,Master/Slave type,Adjust called num flag,Adjust called num before change flag,Adjust called collected num flag,Reserved Field,SubCategory,Prefix index,Service access code,Reserved For Hot Patch,Status
2116,401,4685,All number,65535,'0,2250449,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1811,401,4153,All number,65535,'0,225045,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1812,401,4154,All number,65535,'0,225046,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1813,401,4155,All number,65535,'0,225047,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1814,401,4156,All number,65535,'0,225048,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1815,401,4157,All number,65535,'0,225049,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1844,65534,4186,All number,65535,6,22505,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1836,401,4178,All number,65535,'0,22505,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1837,401,4179,All number,65535,'0,22506,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1845,65534,4187,All number,65535,6,22506,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
221,401,4466,All number,65535,'0,2250600,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
263,401,4467,All number,65535,'0,2250601,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
264,401,4468,All number,65535,'0,2250602,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
301,401,4469,All number,65535,'0,2250603,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
305,401,4470,All number,65535,'0,2250604,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1903,401,4323,All number,65535,'0,2250650,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1904,401,4324,All number,65535,'0,2250651,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1905,401,4325,All number,65535,'0,2250652,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1906,401,4326,All number,65535,'0,2250653,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1907,401,4327,All number,65535,'0,2250654,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
261,401,4461,All number,65535,'0,2250655,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
262,401,4462,All number,65535,'0,2250656,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
284,401,4463,All number,65535,'0,2250657,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
298,401,4464,All number,65535,'0,2250658,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
304,401,4465,All number,65535,'0,2250659,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1956,401,4376,All number,65535,'0,2250660,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1957,401,4377,All number,65535,'0,2250661,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1958,401,4378,All number,65535,'0,2250662,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1959,401,4379,All number,65535,'0,2250663,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1960,401,4380,All number,65535,'0,2250664,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1884,401,4287,All number,65535,'0,2250670,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1885,401,4318,All number,65535,'0,2250671,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1898,401,4319,All number,65535,'0,2250672,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1899,401,4320,All number,65535,'0,2250673,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1900,401,4321,All number,65535,'0,2250674,All categories,'0,65534,IN_NF_SIP,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
407,401,4043,All number,65535,'0,2250675,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
408,401,4328,All number,65535,'0,2250676,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
409,401,4329,All number,65535,'0,2250677,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
449,401,4330,All number,65535,'0,2250678,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
450,401,4331,All number,65535,'0,2250679,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
413,401,4474,All number,65535,'0,2250685,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1341,401,4475,All number,65535,'0,2250686,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2000,401,4476,All number,65535,'0,2250687,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2001,401,4477,All number,65535,'0,2250688,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2002,401,4478,All number,65535,'0,2250689,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1962,401,4317,All number,65535,'0,225069,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1846,65534,4188,All number,65535,6,22507,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1838,401,4180,All number,65535,'0,22507,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2092,401,4650,All number,65535,'0,22507128,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1847,65534,4189,All number,65535,6,22508,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1839,401,4181,All number,65535,'0,22508,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1855,401,4266,All number,65535,'0,22509,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1857,65534,4268,All number,65535,6,22509,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1861,65534,4272,All number,65535,6,2251,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1859,401,4270,All number,65535,'0,2251,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1759,401,1585,All number,65535,'0,225193,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
758,401,1685,All number,65535,'0,2251940,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
759,401,1686,All number,65535,'0,2251941,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
761,401,1687,All number,65535,'0,2251942,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
762,401,1688,All number,65535,'0,2251943,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
